location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom
IT1493A,Napoli,IT,pm25,12.8,2022-05-03 11:00:00.000000 UTC,µg/m³,EEA Italy,1.0,40.86427,14.34108,POINT(40.86427 1)
UAM Xochimilco,DISTRITO FEDERAL,MX,pm25,34.0,2022-05-06 13:00:00.000000 UTC,µg/m³,AirNow,1.0,19.3044,-99.0738,POINT(19.3044 1)
San Agustín,MEXICO STATE,MX,pm25,17.0,2022-05-16 15:00:00.000000 UTC,µg/m³,AirNow,1.0,19.5329,-99.0303,POINT(19.5329 1)
Universidad Autonoma,BAJA CALIFORNIA NORTE,MX,pm25,38.0,2022-05-08 10:00:00.000000 UTC,µg/m³,AirNow,1.0,32.6292,-115.4469,POINT(32.6292 1)
SPABC14 COBACH,BAJA CALIFORNIA NORTE,MX,pm25,13.0,2022-05-13 22:00:00.000000 UTC,µg/m³,AirNow,1.0,32.6336,-115.5042,POINT(32.6336 1)
Universidad Autonoma,BAJA CALIFORNIA NORTE,MX,pm25,20.0,2022-05-18 04:00:00.000000 UTC,µg/m³,AirNow,1.0,32.6292,-115.4469,POINT(32.6292 1)
Cabauw-Wielsekade,Cabauw,NL,pm25,16.4224,2022-05-06 15:00:00.000000 UTC,µg/m³,Netherlands,24.0,51.9745,4.9233,POINT(51.9745 24)
De Rijp-Oostdijkje,De Rijp,NL,pm25,-999.0,2022-05-02 05:00:00.000000 UTC,µg/m³,Netherlands,24.0,52.5636,4.8617,POINT(52.5636 24)
Amsterdam-Westerpark,Amsterdam,NL,pm25,-999.0,2022-04-27 16:00:00.000000 UTC,µg/m³,Netherlands,24.0,52.394,4.87016,POINT(52.394 24)
Amsterdam-Einsteinweg,Amsterdam,NL,pm25,-999.0,2022-04-21 03:00:00.000000 UTC,µg/m³,Netherlands,24.0,52.3813,4.84523,POINT(52.3813 24)
Groningen-Nijensteinheerd,Groningen,NL,pm25,3.99992,2022-05-06 12:00:00.000000 UTC,µg/m³,Netherlands,24.0,53.2465,6.60894,POINT(53.2465 24)
Nijmegen-Graafseweg,Nijmegen,NL,pm25,17.4122,2022-05-13 05:00:00.000000 UTC,µg/m³,Netherlands,24.0,51.8414,5.85778,POINT(51.8414 24)
Heerlen-Jamboreepad,Heerlen,NL,pm25,10.0426,2022-04-30 04:00:00.000000 UTC,µg/m³,Netherlands,24.0,50.9003,5.98685,POINT(50.9003 24)
Rotterdam-Oost Sidelinge A13,Rotterdam,NL,pm25,-999.0,2022-05-05 15:00:00.000000 UTC,µg/m³,Netherlands,24.0,51.9385,4.43069,POINT(51.9385 24)
Veldhoven-Europalaan,Veldhoven,NL,pm25,10.6502,2022-05-14 01:00:00.000000 UTC,µg/m³,Netherlands,24.0,51.4074,5.39333,POINT(51.4074 24)
IJmuiden-Kanaaldijk,IJmuiden,NL,pm25,-999.0,2022-04-30 07:00:00.000000 UTC,µg/m³,Netherlands,24.0,52.463,4.60184,POINT(52.463 24)
Loddefjord,Bergen,NO,pm25,1.350367,2022-04-30 14:00:00.000000 UTC,µg/m³,Norway,1.0,60.361135,5.23686,POINT(60.361135 1)
E6-Tiller,Trondheim,NO,pm25,3.820333,2022-05-21 14:00:00.000000 UTC,µg/m³,Norway,1.0,63.35761,10.37174,POINT(63.35761 1)
Loddefjord,Bergen,NO,pm25,1.337733,2022-04-30 09:00:00.000000 UTC,µg/m³,Norway,1.0,60.361135,5.23686,POINT(60.361135 1)
Åsveien skole,Trondheim,NO,pm25,0.040886,2022-05-04 08:00:00.000000 UTC,µg/m³,Norway,1.0,63.415358,10.368372,POINT(63.415358 1)
Backeparken,Drammen,NO,pm25,2.8,2022-05-17 04:00:00.000000 UTC,µg/m³,Norway,1.0,59.749526,10.165301,POINT(59.749526 1)
Stener Heyerdahl,Kristiansand,NO,pm25,19.278333,2022-05-10 06:00:00.000000 UTC,µg/m³,Norway,1.0,58.14888,7.99183,POINT(58.14888 1)
Leiret,Elverum,NO,pm25,3.740072,2022-05-06 02:00:00.000000 UTC,µg/m³,Norway,1.0,60.88364255,11.55930063,POINT(60.88364255 1)
Olav V gate,Bodø,NO,pm25,6.519169,2022-05-12 09:00:00.000000 UTC,µg/m³,Norway,1.0,67.275501,14.419057,POINT(67.275501 1)
Działoszyn,Działoszyn,PL,pm25,10.7243,2022-05-05 16:00:00.000000 UTC,µg/m³,GIOS,1.0,50.972167,14.941319,POINT(50.972167 1)
"Gdańsk, ul. Leczkowa 1",Gdańsk,PL,pm25,24.7519,2022-05-12 05:00:00.000000 UTC,µg/m³,GIOS,1.0,54.380279,18.620274,POINT(54.380279 1)
"Żagań, ul. Kochanowskiego",Żagań,PL,pm25,9.41581,2022-05-09 23:00:00.000000 UTC,µg/m³,GIOS,1.0,51.615447,15.301667,POINT(51.615447 1)
"Katowice, ul. Plebiscytowa/A4",Katowice,PL,pm25,41.1379,2022-05-06 09:00:00.000000 UTC,µg/m³,GIOS,1.0,50.246795,19.019469,POINT(50.246795 1)
"Żyrardów, ul. Roosevelta",Żyrardów,PL,pm25,10.49,2022-05-11 06:00:00.000000 UTC,µg/m³,GIOS,1.0,52.053811,20.429892,POINT(52.053811 1)
"Suwałki, ul. Pułaskiego 26",Suwałki,PL,pm25,9.7,2022-04-21 04:00:00.000000 UTC,µg/m³,GIOS,1.0,54.116056,22.93875,POINT(54.116056 1)
"Katowice, ul. Plebiscytowa/A4",Katowice,PL,pm25,11.0227,2022-04-27 15:00:00.000000 UTC,µg/m³,GIOS,1.0,50.246795,19.019469,POINT(50.246795 1)
"Wrocław, wyb. Conrada-Korzeniowskiego",Wrocław,PL,pm25,16.7692,2022-04-26 04:00:00.000000 UTC,µg/m³,GIOS,1.0,51.129378,17.02925,POINT(51.129378 1)
"Białystok, ul. Waszyngtona",Białystok,PL,pm25,9.0,2022-05-02 16:00:00.000000 UTC,µg/m³,GIOS,1.0,53.126689,23.155869,POINT(53.126689 1)
"Szamotuły, ul. Kołłątaja",Szamotuły,PL,pm25,12.9153,2022-05-16 01:00:00.000000 UTC,µg/m³,GIOS,1.0,52.612277,16.58815,POINT(52.612277 1)
"Kłodzko, ul. Szkolna",Kłodzko,PL,pm25,13.7869,2022-05-13 02:00:00.000000 UTC,µg/m³,GIOS,1.0,50.433493,16.65366,POINT(50.433493 1)
"Zgierz, ul. Mielczarskiego",Zgierz,PL,pm25,23.0,2022-05-06 03:00:00.000000 UTC,µg/m³,GIOS,1.0,51.856692,19.421231,POINT(51.856692 1)
"Mielec, ul. Biernackiego",Mielec,PL,pm25,10.033,2022-05-12 06:00:00.000000 UTC,µg/m³,GIOS,1.0,50.299128,21.440942,POINT(50.299128 1)
"Przemyśl, ul. Grunwaldzka",Przemyśl,PL,pm25,7.94325,2022-05-03 11:00:00.000000 UTC,µg/m³,GIOS,1.0,49.784339,22.756239,POINT(49.784339 1)
"Racibórz, Wojska Polskiego",Racibórz,PL,pm25,26.5547,2022-04-29 08:00:00.000000 UTC,µg/m³,GIOS,1.0,50.091142,18.216261,POINT(50.091142 1)
"Kościerzyna, ul. Targowa",Kościerzyna,PL,pm25,5.89942,2022-04-28 11:00:00.000000 UTC,µg/m³,GIOS,1.0,54.120694,17.975861,POINT(54.120694 1)
"Tarnów, ul. Ks. Romana Sitko",Tarnów,PL,pm25,19.6326,2022-05-09 06:00:00.000000 UTC,µg/m³,GIOS,1.0,50.018253,20.992578,POINT(50.018253 1)
"Piastów, ul. Pułaskiego",Piastów,PL,pm25,6.11,2022-05-20 08:00:00.000000 UTC,µg/m³,GIOS,1.0,52.191728,20.837489,POINT(52.191728 1)
"Ełk, ul. Piłsudskiego",Ełk,PL,pm25,2.94639,2022-05-17 11:00:00.000000 UTC,µg/m³,GIOS,1.0,53.828389,22.348338,POINT(53.828389 1)
"Gdańsk, ul. Leczkowa 1",Gdańsk,PL,pm25,10.1426,2022-05-13 17:00:00.000000 UTC,µg/m³,GIOS,1.0,54.380279,18.620274,POINT(54.380279 1)
"Szamotuły, ul. Kołłątaja",Szamotuły,PL,pm25,5.00292,2022-05-09 17:00:00.000000 UTC,µg/m³,GIOS,1.0,52.612277,16.58815,POINT(52.612277 1)
"Wrocław, wyb. Conrada-Korzeniowskiego",Wrocław,PL,pm25,17.9088,2022-04-27 22:00:00.000000 UTC,µg/m³,GIOS,1.0,51.129378,17.02925,POINT(51.129378 1)
"Bydgoszcz, ul. Warszawska",Bydgoszcz,PL,pm25,9.5,2022-05-26 06:00:00.000000 UTC,µg/m³,GIOS,1.0,53.134088,17.995712,POINT(53.134088 1)
"Warszawa, ul. Bajkowa",Warszawa,PL,pm25,19.2,2022-05-12 08:00:00.000000 UTC,µg/m³,GIOS,1.0,52.188474,21.176233,POINT(52.188474 1)
PT04002,Setúbal,PT,pm25,15.0,2022-05-03 09:00:00.000000 UTC,µg/m³,EEA Portugal,1.0,38.076944,-8.798611,POINT(38.076944 1)
PT06004,Ilha da Madeira,PT,pm25,5.8,2022-05-22 15:00:00.000000 UTC,µg/m³,EEA Portugal,1.0,32.648889,-16.883056,POINT(32.648889 1)
PT06005,Ilha da Madeira,PT,pm25,0.0,2022-04-30 19:00:00.000000 UTC,µg/m³,EEA Portugal,1.0,32.649722,-16.918333,POINT(32.649722 1)
PT02020,Castelo Branco,PT,pm25,12.0,2022-05-13 13:00:00.000000 UTC,µg/m³,EEA Portugal,1.0,40.233056,-7.301944,POINT(40.233056 1)
PT02019,Leiria,PT,pm25,11.0,2022-05-02 09:00:00.000000 UTC,µg/m³,EEA Portugal,1.0,39.923889,-8.891667,POINT(39.923889 1)
RO0084A,Iaşi,RO,pm25,5.63913333,2022-05-05 16:00:00.000000 UTC,µg/m³,EEA Romania,1.0,47.1511115994648,27.58361435,POINT(47.1511115994648 1)
RS0033A,Nišavski upravni okrug,RS,pm25,9.16067,2022-05-12 13:00:00.000000 UTC,µg/m³,EEA Servia,1.0,43.322554,21.919025,POINT(43.322554 1)
RS0029A,Južnobački upravni okrug,RS,pm25,21.28733,2022-04-29 04:00:00.000000 UTC,µg/m³,EEA Servia,1.0,45.245065,19.84119,POINT(45.245065 1)
RS0030A,Nišavski upravni okrug,RS,pm25,6.292,2022-05-08 17:00:00.000000 UTC,µg/m³,EEA Servia,1.0,43.316552,21.913548,POINT(43.316552 1)
SE0071A,Stockholm,SE,pm25,5.86704,2022-05-11 12:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,59.4435349995304,17.922358,POINT(59.4435349995304 1)
SE0058A,Skåne,SE,pm25,6.4,2022-05-26 08:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,55.5838899994997,13.00806,POINT(55.5838899994997 1)
SE0004A,Västra Götaland,SE,pm25,2.68004,2022-05-03 21:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,57.7086099995155,11.97,POINT(57.7086099995155 1)
SE0014R,Halland,SE,pm25,7.2,2022-05-12 15:00:00.000000 UTC,µg/m³,EEA Sweden,1.0,57.393609999513,11.91418,POINT(57.393609999513 1)
SK0031A,Prešovský kraj,SK,pm25,10.02,2022-05-06 00:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.8863906894683,21.68750191,POINT(48.8863906894683 1)
SK0264A,Košický kraj,SK,pm25,18.075,2022-04-30 23:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.6911125194678,21.2863884,POINT(48.6911125194678 1)
SK0268A,Banskobystrický kraj,SK,pm25,17.819,2022-05-10 12:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.5995579994675,18.842461,POINT(48.5995579994675 1)
SK0037A,Prešovský kraj,SK,pm25,14.274,2022-05-06 22:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.9308357194684,21.9136219,POINT(48.9308357194684 1)
SK0048A,Bratislavský kraj,SK,pm25,8.007,2022-05-10 06:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.1666679394666,17.11666679,POINT(48.1666679394666 1)
SK0031A,Prešovský kraj,SK,pm25,18.505,2022-05-08 10:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.8863906894683,21.68750191,POINT(48.8863906894683 1)
SK0265A,Košický kraj,SK,pm25,18.822,2022-05-04 11:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.9155578594683,20.42388916,POINT(48.9155578594683 1)
SK0001A,Bratislavský kraj,SK,pm25,13.76,2022-05-10 22:00:00.000000 UTC,µg/m³,EEA Slovakia,1.0,48.1250189994665,17.125611,POINT(48.1250189994665 1)
"Chaloem Phrakiat Rama 9 Park Min buri, Bangkok",Bangkok,TH,pm25,34.0,2022-04-30 10:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.813578,100.73208,POINT(13.813578 24)
Amnat Charoen Clock Tower,Amnat Charoen,TH,pm25,11.0,2022-05-12 11:00:00.000000 UTC,µg/m³,Air4Thai,24.0,15.863523,104.627401,POINT(15.863523 24)
Bangkok Noi Train Police Station,Bangkok,TH,pm25,18.0,2022-05-12 10:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.759619,100.481137,POINT(13.759619 24)
Mobile Air Quality Monitoring unit No.04,Chiang Mai,TH,pm25,10.0,2022-05-13 00:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.804718,98.896851,POINT(18.804718 24)
Bueng Kan District Office,Bueng Kan,TH,pm25,55.0,2022-04-28 21:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.358249,103.652055,POINT(18.358249 24)
Library under King Taksin Bridge,Bangkok,TH,pm25,28.0,2022-05-05 08:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.719705,100.508782,POINT(13.719705 24)
"Meteorological stations, Lampang",Lampang,TH,pm25,27.0,2022-04-30 17:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.2783333,99.5064666,POINT(18.2783333 24)
"Meteorological stations, Lampang",Lampang,TH,pm25,23.0,2022-05-15 11:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.2783333,99.5064666,POINT(18.2783333 24)
"Polytechnic College, Trang",Trang,TH,pm25,13.0,2022-04-30 14:00:00.000000 UTC,µg/m³,Air4Thai,24.0,7.570238,99.588743,POINT(7.570238 24)
"Lak Si District Office, Bangkok",Bangkok,TH,pm25,28.0,2022-05-06 11:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.887395,100.579247,POINT(13.887395 24)
"Ratchathewi District Office, Bangkok",Bangkok,TH,pm25,24.0,2022-05-24 05:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.7590851,100.5345788,POINT(13.7590851 24)
"Chaloem Phrakiat Rama 9 Park Min buri, Bangkok",Bangkok,TH,pm25,15.0,2022-05-17 03:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.813578,100.73208,POINT(13.813578 24)
Mae Sariang District Public Health Office,Mae Hong Son,TH,pm25,33.0,2022-05-05 08:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.163056,97.917778,POINT(18.163056 24)
Chom Nan Chaloem Phrakiat Public Park,Phitsanulok,TH,pm25,8.0,2022-05-10 19:00:00.000000 UTC,µg/m³,Air4Thai,24.0,16.820833,100.258056,POINT(16.820833 24)
Amnat Charoen Clock Tower,Amnat Charoen,TH,pm25,10.0,2022-03-31 23:00:00.000000 UTC,µg/m³,Air4Thai,24.0,15.863523,104.627401,POINT(15.863523 24)
"Meteorological Staions, Lamphun",Lamphun,TH,pm25,10.0,2022-05-12 21:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.567194,99.038639,POINT(18.567194 24)
Thonburi Power Sub-Station,Bangkok,TH,pm25,15.0,2022-04-24 05:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.727622,100.486568,POINT(13.727622 24)
Provincial Waterworks Authority Mae Moh,Lampang,TH,pm25,24.0,2022-05-04 18:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.2826333,99.6598166,POINT(18.2826333 24)
Bangrak Lovely Plaza,Bangkok,TH,pm25,18.0,2022-05-02 14:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.726136,100.528055,POINT(13.726136 24)
"Huai Khwang District Office, Bangkok",Bangkok,TH,pm25,12.0,2022-05-04 12:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.77682,100.579543,POINT(13.77682 24)
"Meteorological stations, Sakon Nakhon",Sakon Nakhon,TH,pm25,12.0,2022-05-09 18:00:00.000000 UTC,µg/m³,Air4Thai,24.0,17.15662,104.133216,POINT(17.15662 24)
"Chomthong District Office, Bangkok",Bangkok,TH,pm25,46.0,2022-04-12 04:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.677757,100.483861,POINT(13.677757 24)
"Wang Thonglang District Office, Bangkok",Bangkok,TH,pm25,36.0,2022-05-06 12:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.778981,100.622294,POINT(13.778981 24)
Library under King Taksin Bridge,Bangkok,TH,pm25,14.0,2022-05-19 12:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.719705,100.508782,POINT(13.719705 24)
"Ma Charean Roadside, Petcha Kasem 8, Nong Khaem",Bangkok,TH,pm25,27.0,2022-05-12 16:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.705582,100.343164,POINT(13.705582 24)
"Municipality Office, Nan",Nan,TH,pm25,9.0,2022-05-09 03:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.7888833,100.7763166,POINT(18.7888833 24)
Siam University,Bangkok,TH,pm25,24.0,2022-04-29 20:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.718689,100.45391,POINT(13.718689 24)
National Housing Authority Bangplee,Samut Prakan,TH,pm25,23.0,2022-05-05 05:00:00.000000 UTC,µg/m³,Air4Thai,24.0,13.5705,100.7862867,POINT(13.5705 24)
"Meteorological Staions, Lamphun",Lamphun,TH,pm25,25.0,2022-04-29 15:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.567194,99.038639,POINT(18.567194 24)
"72nd Anniversary King Bhumibol Public Park, Uttaradit",Uttaradit,TH,pm25,14.0,2022-05-22 20:00:00.000000 UTC,µg/m³,Air4Thai,24.0,17.631352,100.09896,POINT(17.631352 24)
"Meteorological Staions, Lamphun",Lamphun,TH,pm25,14.0,2022-05-14 12:00:00.000000 UTC,µg/m³,Air4Thai,24.0,18.567194,99.038639,POINT(18.567194 24)
Farrell,Youngstown-Warren-Boardman,US,pm25,4.8,2022-04-30 16:00:00.000000 UTC,µg/m³,AirNow,1.0,41.215,-80.485,POINT(41.215 1)
Children's Park Site,Tucson,US,pm25,21.0,2022-04-19 03:00:00.000000 UTC,µg/m³,AirNow,1.0,32.2953,-110.9822,POINT(32.2953 1)
Ellyson Industrial P,Pensacola-Ferry Pass-Brent,US,pm25,5.7,2022-05-03 09:00:00.000000 UTC,µg/m³,AirNow,1.0,30.525,-87.204399,POINT(30.525 1)
TK Gregg,Spartanburg,US,pm25,11.8,2022-05-02 12:00:00.000000 UTC,µg/m³,AirNow,1.0,34.955601,-81.924797,POINT(34.955601 1)
Lancaster-Division,Los Angeles-Long Beach-Santa Ana,US,pm25,11.0,2022-04-07 03:00:00.000000 UTC,µg/m³,AirNow,1.0,34.669589,-118.130689,POINT(34.669589 1)
ALLEN PARK,Detroit-Warren-Livonia,US,pm25,5.5,2022-04-30 12:00:00.000000 UTC,µg/m³,AirNow,1.0,42.2283,-83.2092,POINT(42.2283 1)
LUMS 2,Philadelphia-Camden-Wilmington,US,pm25,4.0,2022-05-05 16:00:00.000000 UTC,µg/m³,AirNow,1.0,39.5513,-75.732,POINT(39.5513 1)
Chico -  East,BUTTE,US,pm25,3.0,2022-05-03 03:00:00.000000 UTC,µg/m³,AirNow,1.0,39.76168,-121.84047,POINT(39.76168 1)
Holtsville,New York-Northern New Jersey-Long Island,US,pm25,2.2,2022-05-06 02:00:00.000000 UTC,µg/m³,AirNow,1.0,40.8278,-73.0575,POINT(40.8278 1)
North Charleston F.S,CHARLESTON,US,pm25,5.6,2022-05-07 10:00:00.000000 UTC,µg/m³,AirNow,1.0,32.84,-79.96,POINT(32.84 1)
Mountain View,HAWAII,US,pm25,2.0,2022-05-09 13:00:00.000000 UTC,µg/m³,AirNow,1.0,19.555445,-155.102036,POINT(19.555445 1)
Sebastopol,Santa Rosa-Petaluma,US,pm25,2.0,2022-05-19 19:00:00.000000 UTC,µg/m³,AirNow,1.0,38.403765,-122.818294,POINT(38.403765 1)
ELDOSPGS,CEDAR,US,pm25,3.6,2022-05-02 09:00:00.000000 UTC,µg/m³,AirNow,1.0,37.70097,-94.03474,POINT(37.70097 1)
Catawba Indian Natio,Charlotte-Gastonia-Concord,US,pm25,4.0,2022-05-07 10:00:00.000000 UTC,µg/m³,AirNow,1.0,34.91263,-80.874283,POINT(34.91263 1)
Rosalia-Josephine St,Pullman,US,pm25,1.7,2022-05-10 12:00:00.000000 UTC,µg/m³,AirNow,1.0,47.2313,-117.3685,POINT(47.2313 1)
MARION,Memphis,US,pm25,4.6,2022-05-07 02:00:00.000000 UTC,µg/m³,AirNow,1.0,35.1967,-90.1911,POINT(35.1967 1)
Jackson,Jackson,US,pm25,9.0,2022-05-18 07:00:00.000000 UTC,µg/m³,AirNow,1.0,35.705338,-88.81959,POINT(35.705338 1)
Turner - CJHS,Salem,US,pm25,2.8,2022-04-27 03:00:00.000000 UTC,µg/m³,AirNow,1.0,44.81029,-122.915085,POINT(44.81029 1)
ATHENS,Athens,US,pm25,17.0,2022-04-23 02:00:00.000000 UTC,µg/m³,AirNow,1.0,35.4511,-84.5992,POINT(35.4511 1)
Princess Anne,SOMERSET,US,pm25,7.4,2022-04-03 03:00:00.000000 UTC,µg/m³,AirNow,1.0,38.176541,-75.701489,POINT(38.176541 1)
Bellevue-SE 12th,KING,US,pm25,1.2,2022-05-06 06:00:00.000000 UTC,µg/m³,AirNow,1.0,47.600863,-122.148397,POINT(47.600863 1)
Baker City - Forest,BAKER,US,pm25,2.5,2022-05-03 22:00:00.000000 UTC,µg/m³,AirNow,1.0,44.78822,-117.8446,POINT(44.78822 1)
Williams Middle Scho,Florence,US,pm25,12.7,2022-05-23 22:00:00.000000 UTC,µg/m³,AirNow,1.0,34.2143,-79.7673,POINT(34.2143 1)
Winkler Pump Station,Cape Coral-Fort Myers,US,pm25,7.9,2022-04-27 21:00:00.000000 UTC,µg/m³,AirNow,1.0,26.6028,-81.8789,POINT(26.6028 1)
ATHENS,Athens,US,pm25,5.0,2022-04-29 19:00:00.000000 UTC,µg/m³,AirNow,1.0,35.4511,-84.5992,POINT(35.4511 1)
Willows-Colusa,GLENN,US,pm25,0.0,2022-05-15 19:00:00.000000 UTC,µg/m³,AirNow,1.0,39.53387,-122.190834,POINT(39.53387 1)
Cedar Bluff,TREGO,US,pm25,7.3,2022-05-06 13:00:00.000000 UTC,µg/m³,AirNow,1.0,38.7703,-99.7636,POINT(38.7703 1)
Tulalip-Totem Beach,Seattle-Tacoma-Bellevue,US,pm25,1.7,2022-05-04 06:00:00.000000 UTC,µg/m³,AirNow,1.0,48.065339,-122.285194,POINT(48.065339 1)
BRAIDWD,Chicago-Naperville-Joliet,US,pm25,4.0,2022-05-16 17:00:00.000000 UTC,µg/m³,AirNow,1.0,41.2222,-88.1906,POINT(41.2222 1)
Warner Robins,Warner Robins,US,pm25,23.8,2022-05-02 08:00:00.000000 UTC,µg/m³,AirNow,1.0,32.6056,-83.5979,POINT(32.6056 1)
Gridley,Chico,US,pm25,-3.0,2022-05-23 19:00:00.000000 UTC,µg/m³,AirNow,1.0,39.32756,-121.66881,POINT(39.32756 1)
Willows-Colusa,GLENN,US,pm25,2.0,2022-05-15 22:00:00.000000 UTC,µg/m³,AirNow,1.0,39.53387,-122.190834,POINT(39.53387 1)
Carthage,HAMILTON,US,pm25,4.6,2022-05-02 19:00:00.000000 UTC,µg/m³,AirNow,1.0,39.194331,-84.478974,POINT(39.194331 1)
Altoona,Altoona,US,pm25,5.0,2022-05-15 03:00:00.000000 UTC,µg/m³,AirNow,1.0,40.515,-78.3889,POINT(40.515 1)
Kamiah,N/A,US,pm25,6.0,2022-05-16 13:00:00.000000 UTC,µg/m³,AirNow,1.0,46.2094,-116.0275,POINT(46.2094 1)
Colusa - Sunrise Blv,COLUSA,US,pm25,2.4,2022-05-23 02:00:00.000000 UTC,µg/m³,AirNow,1.0,39.18919,-121.99887,POINT(39.18919 1)
NCORE,LEWIS AND CLARK,US,pm25,2.9,2022-04-27 15:00:00.000000 UTC,µg/m³,AirNow,1.0,46.8505,-111.987164,POINT(46.8505 1)
Truckee BAM,Truckee-Grass Valley,US,pm25,1.0,2022-05-10 23:00:00.000000 UTC,µg/m³,AirNow,1.0,39.3386,-120.170303,POINT(39.3386 1)
GreenValley,Las Vegas-Paradise,US,pm25,4.5,2022-05-23 22:00:00.000000 UTC,µg/m³,AirNow,1.0,36.048705,-115.052942,POINT(36.048705 1)
Brockton,PLYMOUTH,US,pm25,15.0,2022-05-21 22:00:00.000000 UTC,µg/m³,AirNow,1.0,42.065119,-71.012686,POINT(42.065119 1)
Chatfield Park - 115,Denver-Aurora,US,pm25,4.8,2022-05-11 19:00:00.000000 UTC,µg/m³,AirNow,1.0,39.5339,-105.07,POINT(39.5339 1)
Erda,TOOELE,US,pm25,2.2,2022-05-15 11:00:00.000000 UTC,µg/m³,AirNow,1.0,40.600556,-112.355,POINT(40.600556 1)
Madawaska PSB,AROOSTOOK,US,pm25,1.0,2022-05-20 04:00:00.000000 UTC,µg/m³,AirNow,1.0,47.3553,-68.3211,POINT(47.3553 1)
Lacrosse-Hill St,Pullman,US,pm25,1.4,2022-05-08 22:00:00.000000 UTC,µg/m³,AirNow,1.0,46.8153,-117.8739,POINT(46.8153 1)
BRYSON,SWAIN,US,pm25,2.0,2022-05-13 12:00:00.000000 UTC,µg/m³,AirNow,1.0,35.434767,-83.442133,POINT(35.434767 1)
Hammond-167th St,Chicago-Naperville-Joliet,US,pm25,0.0,2022-05-05 13:00:00.000000 UTC,µg/m³,AirNow,1.0,41.594427,-87.495044,POINT(41.594427 1)
Horn Point,DORCHESTER,US,pm25,-1.0,2022-05-07 20:00:00.000000 UTC,µg/m³,AirNow,1.0,38.5876,-76.1408,POINT(38.5876 1)
Dover,Dover,US,pm25,4.0,2022-05-24 16:00:00.000000 UTC,µg/m³,AirNow,1.0,39.155,-75.518056,POINT(39.155 1)
Trenton,Augusta-Richmond County,US,pm25,16.9,2022-05-16 03:00:00.000000 UTC,µg/m³,AirNow,1.0,33.7397,-81.8536,POINT(33.7397 1)
Macon Forestry,Macon,US,pm25,4.0,2022-05-11 16:00:00.000000 UTC,µg/m³,AirNow,1.0,32.8031,-83.5447,POINT(32.8031 1)
Alamo Lake,LA PAZ,US,pm25,7.0,2022-05-15 03:00:00.000000 UTC,µg/m³,AirNow,1.0,34.243889,-113.558611,POINT(34.243889 1)
Sunnyside-S 16th,YAKIMA,US,pm25,8.4,2022-04-17 03:00:00.000000 UTC,µg/m³,AirNow,1.0,46.32033,-119.9981,POINT(46.32033 1)
Marysville-7th Ave,Seattle-Tacoma-Bellevue,US,pm25,5.0,2022-05-12 11:00:00.000000 UTC,µg/m³,AirNow,1.0,48.054315,-122.171529,POINT(48.054315 1)
Sidney 201,RICHLAND,US,pm25,-3.6,2022-04-18 03:00:00.000000 UTC,µg/m³,AirNow,1.0,47.8679,-104.676864,POINT(47.8679 1)
Porterville-NFS,TULARE,US,pm25,15.0,2022-05-19 04:00:00.000000 UTC,µg/m³,AirNow,1.0,36.0319,-119.055,POINT(36.0319 1)
Keeler,Bishop,US,pm25,4.6,2022-05-08 16:00:00.000000 UTC,µg/m³,AirNow,1.0,36.4878,-117.871,POINT(36.4878 1)
